Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
M42021,Aerial Installed - Enabled,100.0,100.0,100.0,-37.79827912,175.1652287
M15726,Aerial Installed - Enabled,100.0,99.91898148,100.0496032,-37.283602,175.1830037
M11496,Aerial Installed - Enabled,100.0,100.0,100.0,-37.61477806,175.211648
M41789,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.59080697,175.2784504
M7823,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.5697757,175.1575327
M30936,Aerial Installed - Enabled,98.95833333,98.83101852,99.85119048,-37.45748999,175.2988742
M57143,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.352429,175.1882
M5288,Aerial Installed - Enabled,100.0,100.0462963,100.0,-37.56798357,175.3333105
M38552,Aerial Installed - Enabled,100.0,100.0,100.0,-37.56798357,175.3333105
M49807,Aerial Installed - Enabled,0.0,0.0,0.0,-37.44866054,175.3599741
M31875,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.34940154,175.308744
M48768,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.35124727,175.301131
M18358,Aerial Installed - Enabled,100.0,98.25231481,97.66865079,-37.61452298,174.9308235
M33920,Aerial Installed - Enabled,0.0,0.0,0.0,-37.65752725,174.9167039
M35942,Aerial Installed - Enabled,100.0,99.90740741,100.0,-37.60264949,175.1053158
M21,Aerial Installed - Enabled,100.0,99.94212963,100.0,-37.21093555,175.2768796
M64265,Aerial Installed - Enabled,99.65277778,88.3912037,90.8234127,-37.57311874,174.8548839
M47495,Aerial Installed - Enabled,90.97222222,89.13194444,90.0297619,-37.59714229,174.8541448
M14792,Aerial Installed - Enabled,100.0,100.0,100.0,-37.51593708,175.2880642
M33423,Aerial Installed - Enabled,100.0,99.91898148,100.0,-37.25935016,175.257933
M24749,Aerial Installed - Enabled,100.0,87.10648148,89.83134921,-37.65423227,175.095748
M33463,Aerial Installed - Enabled,100.0,99.09722222,100.0496032,-37.660888,175.320669
M32516,Aerial Installed - Enabled,73.95833333,69.56018519,69.1468254,-37.69545202,174.8471315
M57573,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.69925021,175.1353088
M35181,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.59028185,175.2093034
M58589,Aerial Installed - Enabled,100.0,100.0,100.0,-37.6809878,175.0686268
M66160,Aerial Installed - Enabled,100.0,98.80787037,100.0,-37.57669858,174.8580831
M23960,Aerial Installed - Enabled,100.0,100.0,100.0,-37.47505461,175.0969972
M37242,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.74241997,175.1039493
M94,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.46944834,175.1057832
M50172,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.47370592,175.2916798
M31493,Aerial Installed - Enabled,100.0,98.86574074,99.95039683,-37.57521382,175.0797982
M55148,Aerial Installed - Enabled,99.65277778,99.59490741,99.55357143,-37.67518967,175.3855235
M69755,Aerial Installed - Enabled,99.65277778,99.97685185,99.95039683,-37.44764834,175.128229
M38831,Aerial Installed - Enabled,100.0,100.0,100.0,-37.56463294,175.235863
M45128,Aerial Installed - Enabled,100.0,99.57175926,100.0,-37.33218184,175.2997332
M58100,Aerial Installed - Enabled,100.0,99.44444444,97.51984127,-37.45225669,175.2440982
M44261,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.58823376,175.321052
M57561,Aerial Installed - Enabled,100.0,100.0,100.0,-37.50283619,175.0609764
M68322,Aerial Installed - Enabled,99.65277778,99.98842593,99.95039683,-37.57874168,175.318648
M22920,Aerial Installed - Enabled,100.0,100.0,100.0,-37.52765494,175.1971579
M36736,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.58146,175.3170583
M68870,Aerial Installed - Enabled,0.0,29.18981481,4.017857143,-37.6875639,175.319003
M10089,Aerial Installed - Enabled,100.0,100.0,100.0,-37.68078307,175.0674141
M45910,Aerial Installed - Enabled,100.0,86.5625,88.93849206,-37.65442433,175.0939685
M8471,Aerial Installed - Enabled,100.0,97.90509259,99.50396825,-37.71644822,175.1196806
M29587,Aerial Installed - Enabled,0.0,0.0,0.0,-37.73206265,174.8685517
M7318,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.57480957,175.3141781
M64210,Aerial Installed - Enabled,72.91666667,71.59722222,71.875,-37.678069,174.857106
M18759,Aerial Installed - Enabled,100.0,99.98842593,99.95039683,-37.512729,175.08072
M10242,Aerial Installed - Enabled,100.0,86.96759259,90.2281746,-37.655849,175.092828
M55931,Aerial Installed - Enabled,100.0,100.0,100.0,-37.813818,174.903665
M17599,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.87363,174.828746
M47434,Aerial Installed - Enabled,100.0,95.2662037,96.77579365,-37.744872,175.142241
M13102,Aerial Installed - Enabled,100.0,93.57638889,100.0,-37.586943,174.897216
M40967,Aerial Installed - Enabled,77.08333333,70.59027778,67.36111111,-37.677944,174.853773
M60079,Aerial Installed - Enabled,0.0,0.0,0.0,-37.688354,175.003193
M2015,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.546976,174.96324
M28859,Aerial Installed - Enabled,78.81944444,98.03240741,94.64285714,-37.452471,175.044487
M51390,Aerial Installed - Enabled,0.0,0.0,0.0,-37.893722,174.778073
M48179,Aerial Installed - Enabled,0.0,40.37037037,38.29365079,-37.851827,175.201521
M23172,Aerial Installed - Enabled,100.0,100.0115741,99.95039683,-37.582295,175.105643
M60024,Aerial Installed - Enabled,100.0,99.9537037,100.0,-37.473151,175.145701
M9300,Aerial Installed - Enabled,100.0,99.375,97.2718254,-37.40365,175.220764
M603,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.886346,175.183727
M44489,Aerial Installed - Enabled,0.0,0.0,0.0,-37.679293,175.286599
M58255,Aerial Installed - Enabled,100.0,99.94212963,100.0,-37.865177,174.888081
M28628,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.699686,174.989525
M65927,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.570423,175.348149
M4488,Aerial Installed - Enabled,100.0,83.78472222,93.40277778,-37.63664686,175.2518964
M23061,Aerial Installed - Enabled,100.0,82.60416667,100.0,-37.748102,174.971615
M18487,Aerial Installed - Enabled,100.0,98.49537037,93.79960317,-37.279558,175.314864
M23493,Aerial Installed - Enabled,100.0,10.68287037,45.78373016,-37.278913,175.313648
M38691,Aerial Installed - Enabled,0.0,24.3287037,0.892857143,-37.642173,175.026114
M23792,Aerial Installed - Enabled,100.0,98.71527778,97.51984127,-37.763535,175.146381
M42253,Aerial Installed - Enabled,1.041666667,75.40509259,62.84722222,-37.868926,174.860359
M36295,Aerial Installed - Enabled,100.0,100.0,100.0,-37.566055,175.159838
M57027,Aerial Installed - Enabled,0.0,0.0,0.0,-37.815455,174.905166
M13329,Aerial Installed - Enabled,0.0,0.0,0.0,-37.815676,174.911677
M8588,Aerial Installed - Enabled,90.27777778,89.81481481,92.80753968,-37.91905333,174.7840783
M56498,Aerial Installed - Enabled,100.0,100.0,100.0,-37.813459,174.95669
M33172,Aerial Installed - Enabled,72.22222222,26.78240741,14.93055556,-37.69712,175.1262
M51127,Aerial Installed - Enabled,4.166666667,82.61574074,73.41269841,-37.6475117,174.978275
M4469,Aerial Installed - Enabled,5.208333333,69.66435185,49.85119048,-37.842603,175.030132
M51806,Aerial Installed - Enabled,100.0,99.84953704,100.0,-37.308635,175.070868
M52629,Aerial Installed - Enabled,100.0,99.6875,99.4047619,-37.759914,175.108661
M61725,Aerial Installed - Enabled,100.0,97.01388889,100.0496032,-37.387757,175.219647
M51431,Aerial Installed - Enabled,0.0,0.0,0.0,-37.660433,174.914195
M25134,Aerial Installed - Enabled,0.0,27.03703704,0.0,-37.81121,175.08682
M34610,Aerial Installed - Enabled,100.0,98.19444444,93.25396825,-37.2819,175.310679
M58001,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.346088,175.290734
M27721,Aerial Installed - Enabled,100.0,95.92592593,100.0,-37.62386571,175.2618572
M8370,Aerial Installed - Enabled,100.0,97.93981481,91.12103175,-37.8368717,174.9635083
M38464,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8390783,174.9797433
M45519,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.807441,174.981371
M36088,Aerial Installed - Enabled,100.0,97.68518519,94.44444444,-37.768373,175.109798
M21935,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.8998517,174.8021583
M66496,Aerial Installed - Enabled,100.0,100.0,100.0,-37.87629233,174.8669781
M10671,Aerial Installed - Enabled,84.375,77.73148148,85.06944444,-37.4505467,175.3326767
M13336,Aerial Installed - Enabled,100.0,96.6087963,90.52579365,-37.5991467,174.88762
M1402,Aerial Installed - Enabled,0.0,0.0,0.0,-37.9533767,174.9366917
M12844,Aerial Installed - Enabled,0.0,0.0,0.0,-37.83740833,174.8875933
M36888,Aerial Installed - Enabled,99.65277778,99.98842593,99.95039683,-37.44718,175.0746183
M33011,Aerial Installed - Enabled,0.0,59.0162037,45.03968254,-37.43549,175.339118
M32652,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.538015,175.167776
M62007,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.5826833,175.1833333
M5147,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.6868384,175.316979
M59849,Aerial Installed - Enabled,100.0,99.86111111,100.0496032,-37.3531883,175.0455783
M36193,Aerial Installed - Enabled,80.20833333,79.9537037,80.55555556,-37.2000349,175.265175
M27322,Aerial Installed - Enabled,100.0,100.0,100.0,-37.404598,175.147507
M41127,Aerial Installed - Enabled,94.79166667,49.0162037,92.26190476,-37.53266,175.053195
M11055,Aerial Installed - Enabled,0.0,0.0,0.0,-37.383123,175.074619
M27572,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.42039,175.079432
M22065,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.664943,175.138921
M20649,Aerial Installed - Enabled,7.291666667,66.08796296,31.39880952,-37.686583,175.436162
M41685,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.648107,175.411279
M24847,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8576062,174.8625313
M67915,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.7036358,175.1237471
M8263,Aerial Installed - Enabled,100.0,99.6875,100.0,-37.8978987,175.1210656
M26396,Aerial Installed - Enabled,100.0,100.0,100.0496032,-37.8083767,174.977075
M65574,Aerial Installed - Enabled,91.66666667,92.25694444,87.25198413,-37.6656317,174.8677883
M11150,Aerial Installed - Enabled,100.0,95.70601852,97.4702381,-37.7555617,174.863595
M35643,Aerial Installed - Enabled,100.0,97.12962963,97.66865079,-37.725695,174.9429379
M62930,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.847485,174.8386383
M20802,Aerial Installed - Enabled,0.0,87.07175926,46.03174603,-37.5987867,175.04959
M39819,Aerial Installed - Enabled,20.83333333,46.57407407,20.68452381,-37.2202254,175.2839329
M25687,Aerial Installed - Enabled,100.0,100.0,100.0,-37.859725,174.92309
M8605,Aerial Installed - Enabled,99.30555556,99.96527778,99.90079365,-37.494255,175.089217
M63607,Aerial Installed - Enabled,100.0,100.0,100.0,-37.70588761,175.1484914
M3938,Aerial Installed - Enabled,100.0,98.71527778,100.0,-37.717725,174.91058
M14956,Aerial Installed - Enabled,0.0,0.0,0.0,-37.70653228,174.9215573
M45029,Aerial Installed - Enabled,100.0,98.87731481,100.0,-37.4707483,175.1701417
M21832,Aerial Installed - Enabled,0.0,47.8125,43.3531746,-37.6012968,175.061459
M32700,Aerial Installed - Enabled,48.95833333,53.25231481,32.39087302,-37.6810083,175.1417633
M67042,Aerial Installed - Enabled,100.0,100.0,100.0,-37.89573,175.1562017
M11507,Aerial Installed - Enabled,0.0,27.40740741,0.0,-37.8086783,175.0884133
M10906,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8807705,174.861844
M18958,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.83348667,174.8546433
M15158,Aerial Installed - Enabled,79.16666667,93.87731481,86.25992063,-37.8203367,175.177545
M47305,Aerial Installed - Enabled,100.0,100.0,100.0,-37.54549881,175.1307541
M58849,Aerial Installed - Enabled,100.0,100.0,100.0,-37.904175,174.870727
M56134,Aerial Installed - Enabled,100.0,98.69212963,100.0,-37.9606617,174.80197
M69087,Aerial Installed - Enabled,100.0,96.52777778,100.0496032,-37.755504,174.863788
M53172,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.4151317,175.1515883
M17384,Aerial Installed - Enabled,100.0,100.0,100.0,-37.742415,175.1086383
M64442,Aerial Installed - Enabled,100.0,100.0,100.0,-37.852845,175.145881
M31705,Aerial Installed - Enabled,92.01388889,90.70601852,91.36904762,-37.28393407,175.1821138
M26844,Aerial Installed - Enabled,100.0,99.1087963,100.0,-37.97275385,174.9072493
M25501,Aerial Installed - Enabled,100.0,99.93055556,100.0,-37.8864933,174.8413917
M35368,Aerial Installed - Enabled,100.0,100.0347222,100.0992063,-37.8544167,174.8333967
M49647,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8787233,174.8664383
M40744,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8228372,174.9536615
M40042,Aerial Installed - Enabled,100.0,100.0,100.0,-37.9065083,174.874645
M52658,Aerial Installed - Enabled,100.0,98.84259259,100.0,-37.90654,174.7944833
M33347,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.8430333,174.9120817
M16849,Aerial Installed - Enabled,100.0,100.0,99.95039683,-37.8136717,175.128945
M47250,Aerial Installed - Enabled,,,,-37.8901905,174.8680314
M49583,Aerial Installed - Enabled,100.0,99.02777778,95.93253968,-37.8920539,174.8685807
M44710,Aerial Installed - Enabled,100.0,100.0,100.0,-37.9209667,174.9153417
M3605,Aerial Installed - Enabled,100.0,99.67592593,98.71031746,-37.8932509,174.8694638
M68345,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.613065,175.190605
M56961,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8158791,174.955497
M41923,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.87102,174.8542817
M69298,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.8918956,174.808333
M58871,Aerial Installed - Enabled,100.0,100.0,100.0,-37.81061667,174.9180517
M27982,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.839443,174.921231
M45476,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.82823833,174.8856167
M20188,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.828454,174.908731
M6556,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8102583,174.9535417
M61178,Aerial Installed - Enabled,100.0,100.0231481,100.0496032,-37.6053074,175.1960882
M11986,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8400267,174.93318
M2441,Aerial Installed - Enabled,100.0,100.0,100.0,-37.83559,174.9254033
M23310,Aerial Installed - Enabled,100.0,99.1087963,100.0,-37.9748417,174.9151517
M1305,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.8298533,174.9004233
M23469,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.8142883,174.9549067
M52435,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8493839,174.9411408
M51735,Aerial Installed - Enabled,100.0,98.69212963,100.0,-37.9481383,174.7952567
M68470,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.8152517,174.9549083
M29428,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.9132997,174.8815904
M49666,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.8165367,174.9467917
M60016,Aerial Installed - Enabled,100.0,100.0231481,100.0,-37.8200217,174.9615417
M27697,Aerial Installed - Enabled,100.0,100.0462963,100.0496032,-37.8562617,174.8826317
M23610,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.8731651,174.8738972
M54309,Aerial Installed - Enabled,100.0,100.0347222,100.0,-37.8138033,174.9663783
M24542,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.8135633,174.9435952
M49959,Aerial Installed - Enabled,100.0,99.29398148,100.0,-37.643937,175.384794
M3769,Aerial Installed - Enabled,100.0,100.0,100.0,-37.5588767,175.1454683
M58500,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8469367,174.8394233
M62351,Aerial Installed - Enabled,100.0,100.0115741,100.0496032,-37.6204267,175.178645
M24722,Aerial Installed - Enabled,100.0,100.0,100.0,-37.40463,175.142855
M8821,Aerial Installed - Enabled,100.0,99.1087963,100.0,-37.9747133,174.9151917
M15737,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.582344,175.153814
M62744,Aerial Installed - Enabled,100.0,62.82407407,100.0,-37.572724,175.1561033
M14457,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.8819167,174.8607683
M41605,Aerial Installed - Enabled,100.0,100.0,100.0,-37.435169,175.142731
M69018,Aerial Installed - Enabled,100.0,12.8125,54.91071429,-37.5129979,175.1194181
M26697,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.77522545,175.1463318
M56929,Aerial Installed - Enabled,100.0,95.94907407,100.0,-37.6719083,175.3605683
M25952,Aerial Installed - Enabled,100.0,100.0,100.0,-37.8389497,174.8861166
M65071,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.8497017,174.940785
M53047,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.84955,174.840335
M41576,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.8987333,174.8845267
M30419,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.851335,175.03386
M10544,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.6477349,175.4232244
